code,description,category,category_source,failure_class,stage,section,numeric_id
RESIDENT_DEMOGRAPHIC_VALIDATION_FAILED,Demographic Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_NAME_NULL,resident name or resident original name Found null in packet,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOB_DAY_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as DoB day is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOB_MONTH_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as DoB month is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOB_YEAR_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as DoB year is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOB_INVALID,Resident Demographic Validation failed as DoB is invalid,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_MOBILE_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as Mobile Number is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_EMAIL_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as Email is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOD_DAY_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as DoD day is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOD_MONTH_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as DoD month is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DOD_YEAR_NULL_VALIDATION_FAILED,Resident Demographic Validation failed as DoD year is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_ADDRESS_DISTRICT_NULL,Resident Demographic Validation failed as District Code is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_ADDRESS_PINCODE_NULL,Resident Demographic Validation failed as the PinCode or PO Name is null.,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_ADDRESS_STATE_NULL,Resident Demographic Validation failed as State Code is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_ADDRESS_VTC_NULL,Resident Demographic Validation failed as VTC Code is null,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_VALIDATION_SUCCESS,BoI Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_VALIDATION_EXCEPTION,BoI Validation Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_TASK_ORCHESTRATOR_EXCEPTION,Exception while processing the request in Task Orchestrator,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_RESPONSE_CACHING_EXCEPTION,Exception in caching BoI Response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_REQUEST_CONVERSION_EXCEPTION,Exception while preparing the BoI Request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_ERROR_IN_PUBLISHING_FACEDEDUPE_EVENT,Exception while publishing face dedupe event,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_ERROR_IN_PUBLISHING_ANALYTICS_EVENT,Exception while publishing analytics event,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_ERROR_IN_PUBLISHING_ESB_EVENT,Exception while publishing esb event,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_EXCEPTION_IN_FACE_DEDUPE,Exception in initiating manual face dedupe request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_EXCEPITION_IN_WRITING_TO_STAGE_TRACKER,Exception in writing to stage tracker,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_EXCEPITION_IN_READING_FROM_STAGE_TRACKER,Exception in reading from stage tracker,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_EXCEPITION_IN_NAME_MATCH_CALL,Exception in performing name match call,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BOI_EXCEPITION_IN_PROCESSING_MFC_RESPONSE,Exception in performing mfc response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_QC_VALIDATION_SUCCESS,QC Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_QC_VALIDATION_FAILED,QC Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_SPORTAL_VALIDATION_SUCCESS,State Portal Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_SPORTAL_VALIDATION_FAILED,State Portal Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BIOMETRIC_SUCCESS,Biometric Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BIOMETRIC_FAILED,Biometric Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
ENROLMENT_EVENT_RESPONSE_EXCEPTION,Enrolment event response processing exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
MDD_RESPONSE_PROCESSING_FAIL,Technical error while processing Manual dedup response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
MDD_PACKET_RESPONSE_VALIDATION_FAIL,Technical Error while validating MDD Packet Response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,37004
SDK_CROSS_MATCH_REQUEST_PREP_FAIL,Technical Error while preparing SDK cross match request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,37005
PACKET_ATTEMPTS_QUALITY_UNAVAILABLE,Technical Error while getting Quality Score Per attempt for each Modality,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,37006
SDK_CONSISTENCY_CHECK_PREPROCESSING_FAILED,Technical error while processing consistency check response calculation preparation,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SDK_CROSS_CHECK_PREPROCESSING_FAILED,Technical error while processing cross check response calculation preparation,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_ENROLMENT_STAGE_SUCCESS,Enrolment Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_ENROLMENT_VALIDATION_FAILED,Enrolment Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_SUCCESSINT_SUCCESS,Success Interceptor Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_SUCCESSINT_FAILED,Success Interceptor Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DATA_POPULATION_ERROR,Exception in Populating Resident Data,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_ORIGIN_TRACKER_POPULATION_ERROR,Error while populating the uidOriginTracker entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_MASTER_DATA_POPULATION_ERROR,Error while populating the uidMasterData entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_ADDRESS_POPULATION_ERROR,Error while populating the address entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_RESPREF_POPULATION_ERROR,Error while populating the uidResidentPref entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_EXTAUDIT_POPULATION_ERROR,Error while populating the uidExtAudit entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_EXTDEMO_POPULATION_ERROR,Error while populating the uidExtDemo entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_CHILDENROL_EXT_POPULATION_ERROR,Error while populating the uidChildEnrolExtData entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_RES_FOREIGNER_EXTATTR_POPULATION_ERROR,Error while populating the uidResForeignerExtAttr entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_PHOTO_POPULATION_ERROR,Error while populating the photo entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIOMETRIC_EXCEPTION_INDICATOR_CREATION_ERROR,Exception while creating the biometricExceptionIndicator,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
MULTIPLE_ALLOCATED_UID_FOUND,More than one UID got allocated to the current request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_REJECTINT_SUCCESS,Reject Interceptor Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_REJECTINT_FAILED,Reject Interceptor Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_ORIGIN_TRACKER_POPULATION_ERROR,Error while populating the eidOriginTracker entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_MASTER_DATA_POPULATION_ERROR,Error while populating the eidMasterData entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_ADDRESS_POPULATION_ERROR,Error while populating the address entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_RESPREF_POPULATION_ERROR,Error while populating the eidResidentPref entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_EXTAUDIT_POPULATION_ERROR,Error while populating the eidExtAudit entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_EXTDEMO_POPULATION_ERROR,Error while populating the eidExtDemo entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_CHILDENROL_EXT_POPULATION_ERROR,Error while populating the eidChildEnrolExtData entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EID_RES_FOREIGNER_EXTATTR_POPULATION_ERROR,Error while populating the eidResForeignerExtAttr entity,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_POST_ENROLMENT_SUCCESS,Post Enrolment Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_POST_ENROLMENT_FAILED,Post Enrolment Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_AUTH_EXTRACTION_SUCCESS,Resident Auth Extraction Success,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_AUTH_EXTRACTION_FAILED,Resident Auth Extraction Failure,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_PRINT_LETTER_REQUEST_SEND_EXCEPTION,Exception During sending PrintLetter request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_OIS_PROCESSING_SUCCESS,Operator Intervention reprocessing Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_OIS_PROCESSING_FAILED,Operator Intervention processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_BIO_FRAUD_CHECK_SUCCESS,Bio Fraud Check Processing Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SYSTEMATIC_FRAUD_CHECK_CALL_FAILED,Systematic Fraud Check Call Failed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SYSTEMATIC_FRAUD_CHECK_RESPONSE_HANDLING_ERROR,Error in Processing Systematic Fraud Check response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SYSTEMATIC_FRAUD_CHECK_NULL_RESPONSE,Null Response from Systematic Fraud Check,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
AGE_PREDICTION_MODEL_NULL_RESPONSE,Null Response from Age Prediction Model,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
AGE_PREDICTION_MODEL_RESPONSE_HANDLING_ERROR,Error in Processing Age Prediction Model response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
AGE_PREDICTION_MODEL_FEIGN_CALL_FAILED,Age Prediction Model Feign Call Failed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
AGE_PREDICTION_MODEL_CALL_FAILED,Age Prediction Model Call Failed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SYSTEMATIC_FRAUD_CHECK_LIVENESS_NULL_RESPONSE,Null Liveness Data Systematic Fraud Check response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
AGE_PREDICTION_MODEL_NULL_PREDICTION,Empty Age Prediction information,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_FRAUD_CHECK_PROCESSING_EXCEPTION,Error in processing bio fraud task,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_FRAUD_CHECK_ERROR_IN_GETTING_BIT_INDICATOR_HASHMAP,Error in getting bit map indicator,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_FRAUD_CHECK_STAGE_TRACKER_WRITE_EXCEPTION,Error in writing to stage tracker,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_FRAUD_CHECK_MFC_RESPONSEPROCESSING_EXCEPTION,Error in processing mfc response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_FRAUD_RESPONSE_PROCESSING_EXCEPTION,Error in processing mfc response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_FRAUD_KAFKA_RESPONSE_SEND_EXCEPTION,Error in processing mfc response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SYSTEMATIC_FRAUD_CHECK_FEIGN_REQUEST_TIMEOUT,Error in getting sfc response within configured time,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PACKET_VALIDATION_FAIL,Data Verification Failure for Processed Packets,,,,,,2301
ABISMW_QUALITY_RESPONSE_FAIL,ABIS-Mw Quality Response has Failure/hold Status,,,,,,2309
ABISMW_ENROLMENT_RESPONSE_VALIDATION_FAIL,ABIS-MW Enrollment Response did not pass Validity Assessment,,,,,,2313
ABISMW_RESPONSE_TYPE_UNIDENTIFIED,The value of 'RequestType' field within the ABIS-MW response should only be either 'ENROLMENT' or 'QUALITY',,,,,,2314
ABIS_MW_RESPONSE_PROCESSING_FAILED,Technical error while processing abis middleware response via abis mw inbound topic,,,,,,2315
POSTENROLMENT_RESPONSE_PROCESSING_FAILED,Technical error while processing postEnrolment candidate completion response,,,,,,2316
MDD_TIME_LIMIT_EXCEEDED_NO_RESPONSE,"MDD did not give response , Time limit exceeds",,,,,,2335
PKT_BIO_INVALID_UPDATE_CONSENT,"The packet failed due to invalid BioUpdate Consent , case of no Mb Bio Update , Cogent update not required and Biometric Flag is Off",,,,,,2336
MDD_PACKET_RESPONSE_PROCESSING_FAIL,Technical Error while processing MDD Packet Response,,,,,,2337
SDK_CONSISTENCY_CHECK_FAIL,Technical Error while processing MDD Packet Response,,,,,,2338
CONSISTENCY_CHECK_PREPROCESSING_FAILED,Technical error while processing consistency check response calculation preparation,TECHNICAL_EXCEPTION,inferred,C,,TechnicalReasonCodes,37007
CROSS_CHECK_PREPROCESSING_FAILED,Technical error while processing cross check response calculation preparation,TECHNICAL_EXCEPTION,inferred,C,,TechnicalReasonCodes,37008
ESB_INCOMING_REQ_PROCESSING_FAILED,Technical error while processing esb incoming request,TECHNICAL_EXCEPTION,inferred,C,,TechnicalReasonCodes,37009
ENROLMENT_EVENT_REQUEST_PREP_FAIL,Technical error while preparing enrolment event  request,TECHNICAL_EXCEPTION,inferred,C,,TechnicalReasonCodes,37010
BMS_TEMPLATIZATION_FAILURE,Received an error response from BMS for templatization process,TECHNICAL_EXCEPTION,inferred,C,,TechnicalReasonCodes,37011
CONSISTENCY_CHECK_FAILED,Technical Error while Consistency Check For The Applicant,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17031
ENU_BIO_NO_GALLERY_RECORD_AVAILABLE,Master biometric packet not found in gallery for update request,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17032
RESIDENT_BIO_INVALID_ENROLMENT,Biometric bit is off for adult enrolment packet,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17033
RESIDENT_BIO_INVALID_CHILD_CASE,Child packet contains biometrics in the Packet,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17034
RESIDENT_BIO_PKT_AUTH_FAIL,Auth Response for Resident Failed,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17035
RESIDENT_BIO_PKT_RVERIFY_FAIL,RVerify Response for Resident Failed,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17036
BIO_STAGE_TRACKER_DATA_NOT_FOUND,Bio Stage Tracker data not found for current request,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17037
ABISMW_BIO_HELPER_CACHE_STORE_DATA_NOT_FOUND,Bio Helper Cache Store data not found for current request,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17038
BIO_PARKING_QUEUE_STORE_DATA_NOT_FOUND,Bio Parking queue store data not found for current request,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17039
RESIDENT_MAN_DEDUP_REJECT_TD,Packet rejected by MDD for a TD match,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17040
RESIDENT_MAN_DEDUP_REJECT,Packet rejected by MDD,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17041
CANDIDATE_HELPER_RECORD_BIO_HELPER_CACHE_STORE_DATA_NOT_FOUND,Bio Helper Cache Store data not found for current request,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17042
UPDATE_CHECKER_BIO_HELPER_CACHE_STORE_DATA_NOT_FOUND,Bio Helper Cache Store data not found for current request,BUSINESS_EXCEPTION,inferred,A,,Business Reason Codes,17043
CRE_PROCESSING_FAIL,Error while Processing the Cross Match Response and Preprocessing it to CRE,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37012
CANDIDATE_COUNT_MISMATCH,Candidate sets do not match between CrossMatchCheckResponse and EnrolmentEventResponse,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37013
QUALITY_DATA_NOT_AVAILABLE,Quality Info Not Available in the Packet,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37014
APPLICANT_CANDIDATE_HELPER_RECORD_UNAVAILABLE,Error while fetching data from cache,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37015
CRE_DATA_PREPARATION_FAIL,Error while preparing data from CRE,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37016
FAILED_TO_FETCH_WHITELISTED_CANDIDATES,Technical Error while fetching data for whitelisted candidates,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37017
FAILED_TO_PROCESS_IGNORED_CANDIDATES,Technical Error while fetching data for ignored candidates,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37018
FAILED_TO_SEND_CSD_EVENT,Technical Error while sending candidates to CSD,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37019
FAILED_TO_SIGN_CSD_REQUEST,Technical Error while signing CSD request,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37020
FAILED_TO_LOAD_PRIVATE_KEY,Technical Error while loading private key,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37021
CANDIDATE_MATCH_ANALYSIS_DATA_FETCH_ERROR,Technical Error while fetching data from candidate match analysis,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37022
MDD_DEMO_DUPLICATE_DATA_FETCH_ERROR,Technical Error while fetching data from mdd demo duplicate,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37023
PORTAL_POLICY_BATCH_DISPOSITION_FAIL,Candidates without aadhaar need to be rejected,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37024
CANDIDATE_DATA_MISSING_CONSISTENCY_CHECK,Candidate data is missing in the consistency response,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37025
WRONG_BDR_STATUS_CONSISTENCY_CHECK,Consistency check response contains wrong bdr status,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37026
BDR_COUNT_MISMATCH,BDR count mismatch in bms response and packet,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37027
CANDIDATE_DATA_MISSING_CROSS_MATCH,Candidate data is missing in cross match response,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37028
MODALITIES_MISSING_CROSS_MATCH,Some of the modalities are missing in cross match response,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37029
EMPTY_CROSS_MATCH_RESPONSE,Cross Match Response is Empty,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37030
FAILED_TO_FETCH_CANDIDATE_DATA,Candidates data not present in mddDemoDuplicate or CandidateMatchAnalysis,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37031
INVALID_CRE_RESPONSE,CRE response contains invalid action value,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37032
APPLICANT_PARKING_DATA_PREP_ERROR,Error while preparing data for parking applicant-candidate pair,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37033
ABISMW_CANDIDATES_DB_OBJECT_PREP_ERROR,Error while preparing DB object for ABIS MW candidates data,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37034
APPLICANT_CANDIDATE_HELPER_RECORD_DB_OBJECT_PREP_ERROR,Error while preparing DB object for Applicant-Candidate helper record data,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37035
BIOMETRICS_NOT_PRESENT_IN_BMS_RESPONSE,Biometrics not present in BMS response after initiating BDR call,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37036
PARKING_HELPER_RECORD_DB_OBJECT_PREP_ERROR,Error while preparing DB object for Parking helper record data,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37037
BMS_ERROR_IN_APPLICANT,BMS error in one or more combination of applicant,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37038
NO_VALID_MODALITY_ATTEMPTS_AFTER_BMS_ERROR_CLEANUP,Candidate has no valid modality attempts after SDK errors cleanup,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37039
BMS_ERROR_IN_CANDIDATE,Templatization/Verification error in Candidate,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37040
NO_CRE_RULES_APPLIED_HOLDING_PACKET,No CRE rules applied holding the packet,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37041
UPDATE_CHECKER_PROCESSING_FAILED,Technical error while processing update checker response,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37042
UPDATE_CHECKER_HELPER_RECORD_DB_OBJECT_PREP_ERROR,Error while preparing DB object for Update Checker helper record data,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37043
ABIS_IDENTIFY_PROCESSING_FAILED,Technical error while processing abis identify response,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37044
ERROR_ROUTING_PB0_TO_PB1,Technical error while processing/routing policy batch 0 response to policy batch 1,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37045
POLICY_BATCH_0_PROCESSING_FAILED,Technical error while processing policy batch 0 response,TECHNICAL_EXCEPTION,inferred,C,,MDD and CRE Phase 2 Reason Codes,37046
REDIS_GET_EXCEPTION,Error in accessing record in the redis,TECHNICAL_EXCEPTION,inferred,C,,DATA EXCEPTION,12006
REDIS_DELETE_EXCEPTION,Error while deleting record from the redis,TECHNICAL_EXCEPTION,inferred,C,,DATA EXCEPTION,12007
PACKET_DATA_UNAVAILABLE,Error while getting relevant data from packet,TECHNICAL_EXCEPTION,inferred,C,,DATA EXCEPTION,12008
